TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
1602|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1020|NO COMMENTS|NO COMMENTS|378|523|124|213|579|417|104|145|142|||||CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|538|51.96|87.84|59.4|-6561|-5978|553|||||NO COMMENTS.
1603|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFGR: HUMANOID SYSTEMS S/N 229|UNMODIFIED|NO COMMENTS|295|564|216|305|503|224|132|147|74|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|158|60.75|96.75|29|-4733|-6103|182|||||HEAD AND CHEST CONTACTED DRIVERS AIRBAG
1604|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: ALDERSON S/N:357|NO COMMENTS|NO COMMENTS|318|549|193|251|559|358|97|114|175|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|1038|55.44|91.32|58.4|-3572|-2576|674|10596|10231|||NO COMMENTS
1605|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFGR: HUMANOID SYSTEMS S/N 354|UNMODIFIED|NO COMMENTS|401|579|193|267|566|411|150|208|137|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|407|76.25|112.25|47.7|-10106|-6058|376|||||HEAD AND CHEST CONTACTED DRIVERS AIRBAG
1606|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|HUMANETICS ,SERIAL # 465|UNMODIFIED|NO COMMENTS|286|489|130|213|565|381|114|168|198|||||CN|CENTER POSITION|SR|STEERING WHEEL RIM|SH|STEERING WHEEL HUB|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|870|67.2|89.4|45.3|-11263|-4297|429|3083|7166|||NO COMMENTS
1607|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:150|NO COMMENTS|NO COMMENTS|307|452|173|259|470|251|122|175|122|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|762|54.24|77.4|54.6|-4644|-3963|460|5476|5467|||CNTRH1,CNTRC1 - AIR BAG
1609|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:313|NO COMMENTS|NO COMMENTS|394|551|170|224|478|254|104|193|94|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|181|72.96|108.84|37.6|-5516|-5022|242|||||CNTRH1,CNTRC1 - AIR BAG
1610|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1020|NO COMMENTS|NO COMMENTS|424|594|140|224|597|389|89|163|160|||||CN|CENTER POSITION|OT|OTHER|OT|OTHER|OT|OTHER|OT|OTHER|DP|DASHPANEL|NO|NONE|258|77.64|105.24|60.4|-7446|-7046|492|||||CNTRH1,CNTRC1 - AIR BAG. CNTRH2 - TOP OF HEAD WITH UPPER WINDSHIELD
1613|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1020|NO COMMENTS|NO COMMENTS|386|478|107|185|536|323|58|145|79|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|1440|61.32|64.32|43.7|-6250|-7807|372|||||CNTRH1,CNTRC1 - AIR BAG. CNTRH2 - SUN VISOR THEN HEADER(WINDSHIELD).
1614|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1019|NO COMMENTS|NO COMMENTS|422|511|140|198|584|401|89|160|135|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|341|62.88|98.76|41.9|-4337||259|||||RFEM - LOAD CELL DID NOT RECORD ACCURATELY.
1615|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N 177|UNMODIFIED|NO COMMENTS||||||||||||||CN|CENTER POSITION|UN|UNKNOWN|UN|UNKNOWN|UN|UNKNOWN|UN|UNKNOWN|UN|UNKNOWN|UN|UNKNOWN|285|53.38|89.38|43.2|-3883|-1957|397|5151|4079|||NO COMMENTS
1616|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N 1173|UNMODIFIED|NO COMMENTS|582|556|152|257|427|386|112|188|109|||||CN|CENTER POSITION|HC|CHEST|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|526|64.5|100.5|47.9|-6930|-7166|378|||||HEAD CONTACTED CHEST
1617|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR:HUMANOID SYSTEMS S/N 353|UNMODIFIED|NO COMMENTS|409|559|163|188|521|300|89|145|56|||||CN|CENTER POSITION|AB|AIR BAG|BP|B PILLAR|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|355|55.13|91.13|52|-6285|-5471|438|||||HEAD AND CHEST CONTACTED DRIVERS AIRBAG
1618|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|373||178|269|541|295|130|147|102|||||FW|FORWARD OF CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|264|61.08|96.96|33.1|-6548|-3968|216||4106|||CNTRH1,CNTRC1 - AIR BAG.
1619|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1019|NO COMMENTS|NO COMMENTS|373|475|97|203|538|323|81|112|97|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|554|64.56|67.68|63|-6677|-6561|429|||||CNTRH1,CNTRC1 - AIR BAG. CNTRH2 - SUN VISOR
1620|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:342|NO COMMENTS|NO COMMENTS|330|584|175|267|511|262|112|135|102|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|257|45.36|79.44|43.5|-4137|-5236|289|||||CNTRH1,CNTRC1 - AIR BAG. CNTRH2 - SUN VISOR.
1625|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1020|NO COMMENTS|NO COMMENTS|444|559|135|254|592|333|114|198|79|||||CN|CENTER POSITION|OT|OTHER|OT|OTHER|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|779|83.16|89.04|63.8|-7762|-3292|480|||||CNTRH1,CNTRC1 - AIR BAG. CNTRH2 - TOP OF HEAD WITH SUN VISOR.
1626|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:290|NO COMMENTS|NO COMMENTS|345|592|198|323|480|234|142|145|97|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|179|91.2|112.92|31.3|-5525|-5516|208|||||CNTRH1 - AIRBAG. CNTRC1 - LOWER SW RIM.
1627|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1019|NO COMMENTS|NO COMMENTS|396|536|145|224|610|386|94|160|163|||||CN|CENTER POSITION|OT|OTHER|WS|WINDSHIELD|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|601|80.28|107.52|50.5|-9230|-8229|394|||||CNTRH1,CNTRC1 - AIR BAG.
1628|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:150|NO COMMENTS|NO COMMENTS|340|569|198|292|483|269|137|142|97|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|473|74.64|110.52|48.6|-4777|-5849|415|2197|5325|||CNTRH1,CNTRC1 - AIRBAG.
1629|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: ALDERSON S/N:357|NO COMMENTS|NO COMMENTS|351|470|137|218|566|351|91|173|124|||||CN|CENTER POSITION|HS|HEADER - SIDE|SH|STEERING WHEEL HUB|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|1006|64.68|100.56|43.1|-3519|-5102|486|4902|9897|||CNTRH1 - TOP OF HEAD WITH SUN VISOR
1631|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:150|NO COMMENTS|NO COMMENTS|325|521|140|216|541|310|94|165|99|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|679|60.96|89.64|48|-6788|-3487|511|2829|5849|||CNTRH1,CNTRC1 - AIRBAG.
1632|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 353|UNMODIFIED|NEW HEAD SKIN/CHEST JACKET/ABDOMEN/LEFT KNEE SKIN & STERNUM LEATHER|292|358|102|193|493|284|94|142|79|||||CN|CENTER POSITION|HW|HEADER - WINDSHIELD|AB|AIR BAG|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|617|50.13|53.25|35.6|-7015|-3692|248|||||HEAD CONTACTED SUN VISOR, THEN AIRBAG.  CHEST CONTACT AIRBAG
1637|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1022|NO COMMENTS|NO COMMENTS|427|577|135|239|589|381|84|157|157|||||CN|CENTER POSITION|OT|OTHER|WS|WINDSHIELD|OT|OTHER|OT|OTHER|DP|DASHPANEL|NO|NONE|480|66.6|102.48|53.2|-7357|-6557|388|||||CNTRH1,CNTRC1 - AIR BAG. CNTRC2 - LOWER STEERING WHEEL RIM.
1655|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 354|UNMODIFIED|LUBRICATED HEAD SKIN DURING PRE-TEST CALIBRATION|343|511|150|251|569|345|112|119|107|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|442|66.38|102.38|47.2|-4355|-6023|336|||||HEAD CONTACTED CHEST
1656|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: ALDERSON S/N:358|NO COMMENTS|NO COMMENTS|406|582|170|234|610|401|104|135|155|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|914|59.4|91.56|66|-3007|-7371|641|7171|7753|||CNTRH1,CNTRC1 - AIRBAG. CNTRH2,CNTRC2 RIGHT FEMUR & CHIN TO CHEST
1657|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N 1173|UNMODIFIED|NEW LEFT KNEE SKIN|361|546|170|241|569|376|91|147|147|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|420|68.38|97.5|70|-7611|-8981|713|||||HEAD HIT AIRBAG & SUNVISOR, CHEST HIT AIRBAG
1658|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|317|559|208|310|472|246|142|165|97|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|219|43.32|77.04|38.3|-4506|-5147|260|||||CNTRH1,CNTRC1 - AIRBAG.
1659|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: ALDERSON S/N:749|NO COMMENTS|NO COMMENTS|432|592|147|221|574|391|81|145|157|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|705|59.76|95.64|48.3|-5418|-5196|467|4226|6979|||CNTRH1,CNTRC1 - AIRBAG.
1660|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|HUMANOID SYSTEMS S/N 353|UNMODIFIED|NO COMMENTS|368|478|152|221|587|396|117|132|147|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|704|76.13|112.13|53.9|-6325|-4444|421|||||NO COMMENTS
1661|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 229|UNMODIFIED|NO COMMENTS|307|432|163|251|546|320|86|140|99|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|269|67.25|103.25|51.4|-7504|-6348|401|||||HEAD AND CHEST CONTACTED DRIVERS AIRBAG
1662|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:342|NO COMMENTS|NO COMMENTS|450|617|211|259|511|284|81|145|137|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|426|56.88|89.64|35.5|-1793|-3625|282|||||CNTRH1,CNTRC1 - AIRBAG.
1663|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|297|434|150|224|485|307|91|89|74|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|488|77.16|113.04|36.4|-2046|-3701|277|||||CNTRC1 (ABDOMEN) - LOWER STEERING WHEEL RIM.
1664|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|343|498|168|251|569|315|119|196|137|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|428|74.88|101.76|67.6|-6183|-7139|695|||||CNTRH1  - AIR BAG.
1665|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|328||157|262|513|282|135|188|53|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|357|55.2|91.08|51.9|-6041|-5044|352||3069|||CNTRH1,CNTRC1 - AIR BAG.
1666|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|0||0|0|0|0|0|0|0|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|664|58.08|85.08|48.6|-3363|-6623|478||3149|||CNTRH1,CNTRC - AIR BAG
1667|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 192|UNMODIFIED|LUBRICATED HEAD SKIN|371|472|180|259|483|231|104|122|97|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|990|57.5|93.5|59|-8109|-7727|555|6401|6352|||NO COMMENTS
1668|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 354|UNMODIFIED|NEW HEAD SKIN INSTALLED DURING PRE-TEST CALIBRATION|521|635|203|279|579|302|147|190|140|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|527|98|106.5|36.8|-3737|-1810|304|||||NO COMMENTS
1669|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|450|643|213|239|513|452|76|142|135|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|407|52.92|88.8|50|-2046|-6944|437|0|8541|||CNTRH1,CNTRC1 - AIR BAG.
1670|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:357|NO COMMENTS|NO COMMENTS|518|622|211|279|592|317|117|198|130|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|860|67.2|103.08|47.8|-4933|-4341|467|6637|8309|||CNTRH1 - UPPER SW RIM. CNTRC1 - LOWER SW RIM.
1671|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 142|UNMODIFIED|NO COMMENTS|579|676|264|231|607|307|122|155|168|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|1492|62|78.75|57.8|-6348|-4822|531|3519|8269|||NO COMMENTS
1672|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1021|NO COMMENTS|NO COMMENTS|356|475|119|234|561|376|94|165|99|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|445|76.92|112.8|33.9|-4884|-5413|237|||||NO COMMENTS.
1673|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|333|490|160|234|513|338|79|142|109|||||CN|CENTER POSITION|SR|STEERING WHEEL RIM|SH|STEERING WHEEL HUB|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|860|63.6|90.6|56.8|0|-3603|518|4893|7811|||CNTRC1 (ABDOMEN) - LOWER STEERING WHEEL RIM.
1674|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|ALDERSON RESEARCH LABS S/N 230|UNMODIFIED|NO COMMENTS|353|396|193|259|490|244|97|137|132|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|466|61.88|97.88|41.3|-1597|-4857|356|||||NO COMMENTS
1675|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N 192|UNMODIFIED|NO COMMENTS|409|544|213|259|480|284|127|173|137|||||CN|CENTER POSITION|SR|STEERING WHEEL RIM|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|1005|72.63|104.38|48.2|-4235|-3069|581|5956|5872|||NO COMMENTS
1676|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|358||168|259|533|325|107|157|132|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|322|54.96|90|48.1|-9226|-3038|366||7749|||CNTRH1,CNTRC1 - AIR BAG.
1677|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 142|UNMODIFIED|NO COMMENTS|439|582|213|274|513|262|122|157|102|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|2065|70.25|79.13|61|-7793|-4653|744|4978|8959|||NO COMMENTS
1678|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|356||190|264|472|257|124|193|48|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|321|61.8|96|55.5|-5053|-3861|439||6494|||CNTRH1 - AIR BAG.
1679|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|394|541|218|257|528|330|99|147|97|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|884|49.2|85.08|59.4|-1695|-1908|569|9546|8563|||CNTRH1 - UPPER SW RIM. CNTRC1 - LOWER SW RIM.
1680|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|404|602|152|244|533|300|107|119|140|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|75|55.32|91.2|48.2|-6121|-6005|325|||||CNTRH1,CNTRC1 - AIR BAG.
1681|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N 1173|UNMODIFIED|NO COMMENTS|427|572|157|274|589|330|124|180|114|||||CN|CENTER POSITION|AB|AIR BAG|AB|AIR BAG|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|431|85.5|95.75|53.9|-5320|-4381|414|||||HEAD CONTACTED SUNVISOR & AIRBAG, CHEST CONTACTED AIRBAG
1683|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|ALDERSON RESEARCH LABS S/N 314|UNMODIFIED|NO COMMENTS|483|625|201|213|559|325|64|117|142|||||CN|CENTER POSITION|SW|STEERING WHEEL|NO|NONE|SW|STEERING WHEEL|NO|NONE|DP|DASHPANEL|NO|NONE|1380|74.75|91.88|49.5|-645|-6348|894|||||NO COMMENTS
1684|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 713|UNMODIFIED|NO COMMENTS|422|638|160|254|630|399|122|180|198|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|818|66.5|102.5|52.8|-6219|-3043|620|3941|8452|||HEAD AND CHEST CONTACTED DRIVERS AIRBAG
1687|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:245|NO COMMENTS|NO COMMENTS|378||190|244|513|317|104|147|157|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|1699|46.2|70.08|58.5|-5987|0|948||4177|||CNTRH1,CNTRC1 - AIRBAG.
1688|1|01|LEFT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: HUMANOID SYSTEM S/N 353|UNMODIFIED|NO COMMENTS|495|599|218|297|612|376|135|124|198|||||CN|CENTER POSITION|SH|STEERING WHEEL HUB|SR|STEERING WHEEL RIM|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|740|71.5|96|43.1|-2762|-1899|330|||||NO COMMENTS
1689|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: HUMANOID SYSTEMS S/N 142|UNMODIFIED|NO COMMENTS|386|503|185|224|472|244|64|119|71|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|282|68|104|36.6|-5774|-3376|308|4070|4653|||HEAD & CHEST CONTACTED DRIVERS AIRBAG
1690|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|335|574|185|246|559|307|142|140|127|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|390|59.04|94.92|52.6|-2015|-2731|467|7384|5912|||CNTRH1,CNTRC1 - AIR BAG.
