TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
2199|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: HUMANOID SYSTEMS, S/N: 354|UNMODIFIED|NO COMMENTS|447|612|160|272|632||74|132|203|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|367|61.6|96.96|43.3|-3442|-2890|331|||||NO COMMENTS
2200|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N: 192|UNMODIFIED|NO COMMENTS|361|484|195|262|554||86|134|100|||||CN|CENTER POSITION|DP|DASHPANEL|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|682|77.52|113.52|53.7|-5706|-4403|562|6522|9137|||HEAD TO KNEE STRIKE
2201|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: ALDERSON RESEARCH LABS, S/N: 314|UNMODIFIED|NO COMMENTS|312|551|206|338|510||84|117|58|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|137|69.92|105.92|36.9|-3541|-5356|272|||||NO COMMENTS
2202|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 401|NO COMMENTS|NO COMMENTS|737|856|303|305|806||115|120|364|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|OT|OTHER|NO|NONE|DP|DASHPANEL|NO|NONE|554|75.23|111.21|57.7|-514|-552|513|||||CNTRH1 WAS THE HEADREST CNTRC1 WAS THE SHOULDER BELT
2203|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N: 713|UNMODIFIED|NO COMMENTS|374|505|205|292|597||107|114|181|||||CN|CENTER POSITION|HC|CHEST|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|768|53.28|89.28|53|-2719|-2020|550|9496|10503|||NO COMMENTS
2204|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|FIRST TECHNOLOGY SAFETY SYSTEMS:  MODEL NA: S/N 401|NO COMMENTS|NO COMMENTS|308|568|257|378|627||118|169|200|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|143|72.09|103.92|35.4|-5819|-6102|216|||||NO COMMENTS
2205|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 466|NO COMMENTS|NO COMMENTS|349|531|197|254|652||73|115|197|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|572|82.62|85.56|42.3|-7226|-6093|248|||||NO COMMENTS
2207|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N: 713|UNMODIFIED|NO COMMENTS|525|634|230|320|606||80|132|170|||||CN|CENTER POSITION|HC|CHEST|HK|KNEE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|1304|103.92|105.2|47.1|-5402|-4148|425|4676|8768|||HEAD TO KNEE STRIKE
2208|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 306|NO COMMENTS|NO COMMENTS|377|616|240|309|599||102|126|170|||||CN|CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|UN|UNKNOWN|KR|KNEE RESTRAINT|UN|UNKNOWN|611|50.75|85.26|53.3|-3652|-2382|550|6964|6639|||NO COMMENTS
2209|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 307|NO COMMENTS|NO COMMENTS|332|560|253|315|512||69|197|174|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|339|59.68|95.67|44.9|-2887|-3898|390|5774|8836|||NO COMMENTS
2211|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N: 192|UNMODIFIED|NO COMMENTS|400|566|239|357|550||111|128|159|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|448|51.28|87.28|47.8|-3476|-4572|449|3007|7698|||NO COMMENTS
2212|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|310|560|224|240|532||125|125|160|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|664|58.2|88.68|56.2|-2798|-5089|518|4208|8402|||NO COMMENTS
2213|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG: ALDERSON RESEARCH LABS, S/N: 1173|UNMODIFIED|NO COMMENTS|267|351|185|312|495||112|188|61|||||CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|141|52.32|88.32|47.7|-6715|-6646|412|||||NO COMMENTS
2214|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: HUMANOID SYSTEMS, S/N: 229|UNMODIFIED|NO COMMENTS|305|559|183|312|538||107|150|160|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|358|72.96|100.56|48.4|-1322|-1442|339|||||CNTRH2 WAS HEAD RESTRAINT
2221|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR:  HUMANOID SYSTEMS S/N 142|UNMODIFIED|NO COMMENTS|333|611|199|292|543||70|128|182|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|277|37.52|73.52|35.2|-6823|-4046|343|2635|3547|||NO COMMENTS
2222|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR: ALDERSON RESEARCH LABS S/N: 192|UNMODIFIED|NO COMMENTS|142|524|210|358|468||166|163|112|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|560|61.75|93.44|45.7|-3601|-2235|377|2529|6446|||NO COMMENTS
2223|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|VECTOR: S/N 65|NO COMMENTS|NO COMMENTS|445|582|258|354|558||138|134|190|||||CN|CENTER POSITION|DP|DASHPANEL|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|1359|72.4|108.4|49|-1666|-1025|485|1953|3140|||NO COMMENTS
2229|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: HUMANOID SYSTEMS S/N: 230|UNMODIFIED|NO COMMENTS|404|617|224|330|584||53|190|175|||||CN|CENTER POSITION|HC|CHEST|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|643|82.96|118.96|49.5|-2313|-2918|426|||||NO COMMENTS
2230|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: ALDERSON RESEARCH LABS S/N: 314|UNMODIFIED|NO COMMENTS|465|602|269|295|582||147|135|177|||||CN|CENTER POSITION|BP|B PILLAR|OT|OTHER|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|222|98|134|38.4|-503|-714|250|||||CNTRH2 IS HEAD RESTRAINT
2231|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:150|NO COMMENTS|NO COMMENTS|466|601|230|280|559||70|125|165|||||CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|549|64.44|100.32|45|-2131|-1250||9774|7791|||NO COMMENTS
2232|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|377|618|192|290|528||110|150|164|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|503|43.68|78|46.6|-6395|-5722||2234|5193|||NO COMMENTS
2233|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1021|NO COMMENTS|NO COMMENTS|366|523|140|264|592|1000|94|117|185|1000|1000|1000|1000|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|564|59.64|70.92|49.1|-6517|-7037||||||NO COMMENT
2234|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|295|470|203|330|485|1000|150|191|152|1000|1000|1000|1000|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|321|64.92|95.88|40|-4675|-4866||||||CNTRH2- TOP OF HEAD W/SUNVISOR
2235|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:290|NO COMMENTS|NO COMMENTS|333|544|163|307|516||117|142|175|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|354|69.72|101.16|41.1|-5645|-4866||||||CNTRH2- REAR OF HEAD HEADREST
2239|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:245|NO COMMENTS|NO COMMENTS|325|590|200|235|510||70|85|140|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|186|51.48|87.36|54.9|-2472|-4776||3271|4465|||NO COMMENTS
2240|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:061|NO COMMENTS|NO COMMENTS|460|600|298|365|565||146|160|158|||||CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|539|83.4|119.28|41.5|-2763|-4168||5153|8756|||NO COMMENTS
2241|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 466|NO COMMENTS|NO COMMENTS|314|429|197|244|603||114|171|171|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|350|53.68|89.67|42.2|-5048|-5858|324|||||NO COMMENTS
2242|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 401|NO COMMENTS|NO COMMENTS|316|530|208|295|502||89|111|129|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|194|53.68|83.43|48.2|-5076|-5347|302|||||NO COMMENTS
2243|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 401|NO COMMENTS|NO COMMENTS|297|559|289|365|477||135|130|148|||||CN|CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|148|63.72|99.71|37.9|-5883|-3898|275|||||FIRST CONTACT HEAD AND CHEST - AIRBAG
2244|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:341|NO COMMENTS|NO COMMENTS|330|544|216|285|480||142|208|137|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|85|117.12|152.04|33|-3848|-6165||||||CNTRH2- TOP OF HEAD W/SUNVISOR AND HEADER, CHIN W/ CHEST
2245|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:290|NO COMMENTS|NO COMMENTS|310|495|178|292|528||99|112|142|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|120|56.64|92.52|35.9|-4720|-3314||||||NO COMMENT
2246|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:342|NO COMMENTS|NO COMMENTS|315|602|185|274|533||64|160|175|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|166|52.08|87.96|26.9|-7246|-5938||||||NO COMMENT
2247|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:342|NO COMMENTS|NO COMMENTS|437|668|221|330|566|1000|81|135|142|1000|1000|1000|1000|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|307|115.92|125.28|43.1|-7086|-7993||||||CNTRH2 - SUNVISOR , SIDE RISER
2248|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: HUMANOID SYSTEMS, S/N: 229|UNMODIFIED|NO COMMENTS|328|543|220|267|514||133|157|158|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|86|45.52|75.36|37.8|-5235|-5569|234|||||NO COMMENTS
2250|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: FIRST TECHNOLOGY SAFETY SYSTEM, S/N: 551|UNMODIFIED|NO COMMENTS|357|602|204|313|571||37|139|187|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|506|51.52|87.52|52.5|-4552|-4670|588|6688|7091|||NO COMMENTS
2251|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: FIRST TECHNOLOGY SAFETY SYSTEMS, S/N: 591|UNMODIFIED|NO COMMENTS|468|645|264|381|571||76|140|208|||||CN|CENTER POSITION|HC|CHEST|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|370|91.12|127.12|29.1|-1530|-1522|176|||||HEAD CONTACTED CHEST
2252|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:45|NO COMMENTS|NO COMMENTS|270|510|228|320|472||96|172|128|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|0||||-5307|-5993||5508|8787|||PASS HIC AND CLIP NOT RELEASED.
2253|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:150|NO COMMENTS|NO COMMENTS|285|545|198|330|475||131|173|140|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|788|57.6|93.48|51.9|-4643|-2439||5150|7583|||NO COMMENTS
2254|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:245|NO COMMENTS|NO COMMENTS|478|612|224|188|476||55|122|224|||||CN|CENTER POSITION|DP|DASHPANEL|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|886|65.64|101.52|60.4|-2621|-7909||7068|11515|||NO COMMENTS
2255|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:313|NO COMMENTS|NO COMMENTS|310|498|193|300|528||119|152|160|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|485|57.6|84.6|47.3|-5018|-5809||||||CNTRH2- REAR OF HEAD HEADREST
2256|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANOID S/N:313|NO COMMENTS|NO COMMENTS|381|533|244|343|551||97|147|152|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|200|54.6|88.08|44.6|-6121|-7798||||||NO COMMENT
2257|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFR:  ALDERSON RESEARCH LABS, S/N 713|UNMODIFIED|NO COMMENTS|368|500|153|277|627||102|175|175|||||CN|CENTER POSITION|OT|OTHER|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|743|65.6|101.6|51.1|-5682|-5792|403|2679||||HEAD CONTACTED SUN VISOR, SBELT FORCE = 11177
2260|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 403|NO COMMENTS|NO COMMENTS|302|556|269|344|466||110|149|124|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|301|63.35|93.22|51.2|-1219|-1052|346|||||CNTRH2 - PASSENGER HEAD SKIMMED SUNVISOR
2261|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 403|NO COMMENTS|NO COMMENTS|307|547|220|317|514||101|125|139|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|270|65.1|91.3|50|-1293|-1385|326|||||NO COMMENTS
2262|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFR:  HUMANOID SYSTEMS S/N 142|UNMODIFIED|NO COMMENTS|404|545|253|326|545||110|178|151|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|735|54.8|90.8|58.5|-5502|-8080|621|4872|7463|||NO COMMENTS
2263|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|VECTOR: S/N 65|NO COMMENTS|NO COMMENTS|425|657|270|308|563||95|118|138|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|644|58.14|94.13|47.2|-2191|-2633|468|5536|7469|||NO COMMENTS
2264|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|VECTOR: S/N 65|NO COMMENTS|NO COMMENTS|299|453|229|303|555||108|163|185|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|622|53.24|89.23|56.5|-5508|-6901|622|3925|9579|||NO COMMENTS
2265|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|MFG:ALDERSON S/N:1022|NO COMMENTS|NO COMMENTS|424|589|175|290|561||76|150|221|||||CN|CENTER POSITION|AB|AIR BAG|AP|A PILLAR|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|281|66|101.88|40.1|-7424|-9057||||||CNTRH2 -REAR OF HEAD W/A-PILLAR
2277|1|02|RIGHT FRONT SEAT|P5|PART 572 DUMMY||M|MALE|||P5|PART 572|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 466|NO COMMENTS|NO COMMENTS|779|857|246|285|822||86|127|392|||||CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|OT|OTHER|OT|OTHER|461|58.3|94.3|47.4|-2030|-2271|425|||||RIGHT KNEE TO DASH; LEFT KNEE TO CONSOLE AND LEFT ARM
2279|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG:HUMANIOD S/N:342|NO COMMENTS|NO COMMENTS|320|554|203|343|528||119|132|160|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|130|68.52|104.4|39|-8158|-7798|267|||||CNTRH2 -TOP OF HEAD W/SUNVISOR
2280|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|340|520|234|280|540||140|208|178|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|475|52.4|88.4|43.4|-2230|-3128|376|5118|6019|||NO COMMENTS
2282|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|322|531|268|331|615||129|155|163|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|243|32.4|68.4|47.1|-2871|-3408|463|3336|7497|||NO COMMENTS
2296|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|404|532|260|300|590||110|162|167|||||CN|CENTER POSITION|NO|NONE|HS|HEADER - SIDE|UN|UNKNOWN|NO|NONE|DP|DASHPANEL|NO|NONE|1041|69.4|105.4|45.9|-1144|-3375|496|7798|8142|||NO COMMENTS
2297|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|287|535|215|280|583||96|161|168|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|777|59.3|94.6|51.7|-4367|-2083|530|6022|7584|||LEGS CONTACTED GLOVEBOX
2298|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|335|547|248|296|645||105|171|158|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|599|63.9|99.9|49.6|-3304|-3540|522|4858|7185|||LEGS CONTACTED GLOVEBOX
2299|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 066|NO COMMENTS|NO COMMENTS|333|496|197|268|623||120|176|210|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|348|52.9|88.9|57.3|-4771|-4762|469|5289|6151|||NO COMMENTS
2302|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: ALDERSON RESEARCH LABS S/N: 177|UNMODIFIED|NO COMMENTS|326|564|187|290|511||65|92|127|||||CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|312|52.24|88.24|40.2|-2819|-2683|269|||||NO COMMENTS
2303|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|MFG: ALDERSON RESEARCH LABS S/N: 177|NO COMMENTS|NO COMMENTS||877|||514||41|110|200|||||NO|NONADJUSTABLE SEAT|DP|DASHPANEL|NO|NONE|NO|NONE|NO|NONE|OT|OTHER|NO|NONE|592|101.36|137.36|40.1|-5536|-7664|297|||||LEGS HIT CIRCUIT BOARD COVER & DASH SUPPORT FIRST CHST DEFLECT 28 MM
2311|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY: S/N 065|NO COMMENTS|NO COMMENTS|495|642|263|314|614||126|133|207|||||CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|SC|STEERING COLUMN|899|86.6|122.6|53.8|-2349|-5697|578|7325|8389|||NO COMMENTS
